Day,Date,Week,Start Time,Hour,Source,Purpose of contact,Description,Is the enquirer a student?,Category,Action Taken,Is the case forwarded to officer-in-charge?,Has the problem resolved?,Attended by,Closed by,End Date,End Time,,,,,,,,,,,,,,,
Monday,08/08/2022,2,14:10:00,14,Counter,Transaction,Buy SLPI Book Sejarah Perundangan Islam - Nura'shiken binti Sehat,Yes,Books,Received payment and issued book,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,14:15:00,14,Phone,Enquiry,Terima Sms dari PERGAS tentang MSAS tapi tidak dapat email untuk complete interviewnya - Mohamed Sofian Bin Mohamed Ismail,No,General,Referred to ustazah Khadijah and resent the email about the interview,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,14:20:00,14,Counter,Transaction,Buy SPI Book Akhlak dan Fiqh - Salimah Haji Hassan,Yes,Books,Received payment and issued book,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,14:35:00,14,Phone,Enquiry,Wanted to see Councellor and apply classes - Mikhail Alexander,No,Registration,referred to Ustazah Khadijah,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,14:50:00,14,Counter,Enquiry,Self Collect Book Nota Sejarah perundangan Islam - #13930,No,Books,Revised payment and Issued Book,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,15:20:00,15,Counter,Enquiry,Borrow library access card to find his phone inside - Ustaz Yusri,No,General,NA,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,15:50:00,15,Counter,Transaction,bayar zakat harta 8 asnaf - Mohamed Bin Said,No,General,Received payment of zakat,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,16:20:00,16,Phone,Enquiry,pertanyaan zoom link untuk class ustaz ahmad shamsuddin - Rahimah,No,General,Referred to ustazah Rooslina.The link is given to cik rahmah,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,17:40:00,17,Counter,Enquiry,Self collect book Pengajian Teks Hadith #13912,Yes,Books,Revised payment and Issued Book,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,18:30:00,18,Phone,Enquiry,Will she be penalised if she did not come twice for her,Yes,Classes,referred to ustazah hidayah and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,14:35:00,14,Email,Enquiry,Permintaan untuk tukar date exam disebabkan umrah pada akhir tahunnya,Yes,Exams,NA,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,11:01:00,11,Email,Enquiry,mengikuti talaqqi musyafahah setelah selesai PAQ3.3.,Yes,Registration,Advised Accordingly by ustazah hidayah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,13:33:00,13,Email,Enquiry,Absent for the class due to sickness,Yes,Classes,Ketidakhadiran dicatatkan sebagai (excused),Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,21:22:00,21,Email,Enquiry,Wants to register for SLPI,Yes,General,NA,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,14:35:00,14,Email,Enquiry,Tidak hadir kelas dan pertanyaan tentang tarikh peperiksaan,Yes,Exams,Adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,08/08/2022,2,10:47:00,10,Email,Transaction,Pertanyaan tentang giro,Yes,Fees,NA,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,08/08/2022,2,15:23:00,15,Email,Transaction,Yuran Pengajian Pertama,Yes,Fees,NA,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,08/08/2022,2,09:22:00,9,Email,Enquiry,berminat dgn sijil lanjutan pengajian islam,Yes,General,sijil kelulusan diperlukan dari institut pengajian untuk kelayakan ke peringkat SLPI,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,11:45:00,11,Phone,Enquiry,Wants to enquire SPI class for his son - Muhammad Ammar Bin Anwar Musoddaq,No,General,Referred to Ustazah Zahirah of IPIP and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,11:50:00,11,Phone,Enquiry,Pertanyaan tentang buku SPI Sem 3 yang akan dibayar pukul 2,Yes,Books,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,12:10:00,12,Counter,Enquiry,Self Collect Book Pengajian Teks Hadith - Ustazah Zahirah (Ref No: #13933),Yes,Books,Revised payment and Issued Book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,12:35:00,12,Counter,Enquiry,Submited giro form and asked when will it be deducted - Mashitah Bte Zainal,Yes,Fees,Received Giro form and pass it to finance,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,14:10:00,14,Counter,Transaction,Buy SLPI Book Sejarah Perundangan Islam - Nura'shiken binti Sehat,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,14:20:00,14,Counter,Transaction,Buy SPI Book Akhlak dan Fiqh - Salimah Haji Hassan,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,14:50:00,14,Counter,Enquiry,Self Collect Book Nota Sejarah perundangan Islam - #13930,Yes,Books,Revised payment and Issued Book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,17:40:00,17,Counter,Enquiry,Self collect book Pengajian Teks Hadith #13912,Yes,Books,Revised payment and Issued Book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,08/08/2022,2,18:30:00,18,Phone,Enquiry,Will she be penalised if she did not come twice for her class,Yes,Classes,Referred to Ustazah Hidayah and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,09/08/2022,2,12:55:00,12,Email,Enquiry,Registration Fee for DPI,Yes,Registration,Received payment and advised accordingly by ustazah hidayah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,09/08/2022,2,07:38:00,7,Email,Enquiry,Fee payment for DPI,Yes,Fees,Payment received and advised accordingly by ustazah hidayah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,09/08/2022,2,07:23:00,7,Facebook,Enquiry,butiran berkenaan kelas bahasa Arab,No,General,Advised accordingly and issued website,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,09/08/2022,2,18:11:00,18,Facebook,Enquiry,Tempoh pengajian,No,General,Advised accordingly based on website,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,10/08/2022,2,03:00:00,3,Email,Transaction,First payment of SPI hadith,Yes,Fees,NA,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,10/08/2022,2,09:12:00,9,Email,Transaction,Registration of DPI,Yes,Registration,NA,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,10/08/2022,2,12:30:00,12,Email,Enquiry,Berminat untuk Pengajian Talaqqi Musyafahah,Yes,General,NA,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,10/08/2022,2,12:30:00,12,Email,Enquiry,Bayaran yuran DPI,Yes,Fees,NA,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,10/08/2022,2,09:12:00,9,Email,Transaction,Yuran pendaftaran DPI,Yes,Registration,pembayaran yuran pendaftaran diterima dan di dalam perhatian ustazah hidayah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,10/08/2022,2,14:11:00,14,Email,Transaction,first payment for SPI Hadith,Yes,Registration,pembayaran yuran pendaftaran diterima dan di dalam perhatian ustazah hidayah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,10/08/2022,2,12:30:00,12,Email,Transaction,Berminat untuk melanjutkan kelas DPI tetapi tidak dapat hadir 2 kelas pertama disebabkan covid,Yes,Registration,"Permintaan sebarang dokumen sokongan seperti keputusan art , notis, surat doktor dan pembayaran yuran pendaftaran diterima dan di dalam perhatian ustazah hidayah",Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,10/08/2022,2,12:30:00,12,Email,Transaction,berminat untuk mengikuti program Talaqqi Musyafahah,Yes,General,"buat masa ini pihak IPIP tidak menawarkan pengajian Talaqqi, pihak IPIP akan menyalurkan bagi pelajar yang minat untuk meneruskan pengajian kepada Asatizah yang takhassus dalam bidang ini.",Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,10/08/2022,2,21:41:00,21,Email,Enquiry,"disertakan MC, tidak dapat menghadiri kelas dan oritentasi pada hari 12 dan 13 ogos",Yes,Classes,NA,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,10/08/2022,2,21:41:00,21,Email,Enquiry,Tidak hadir kelas,Yes,Classes,Ketidak hadiran bersebab diterima,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,10/08/2022,2,14:15:00,14,Phone,Enquiry,Has a Masters from Cambridge wants to switch to the Islamic studies path. Wants to speak to a person who can advise her on which pathway to take?,No,General,Referred to IPIP via WhatsApp,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,10/08/2022,2,15:05:00,15,Counter,Transaction,Collect PTI Cert - Aiman Syafiq Bin Azhari,Yes,Certificate,Issued cert,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,10:24:00,10,Facebook,Enquiry,"berminat untuk menyertai kelas asas bahasa Arab tetapi jadualnya pada bulan Sep hingga Oct agak ketat, saya tidak dapat menyertai kelas",Yes,General,Di sertakan link jadual program untuk rujukannya sekerinya beliau bersedia,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,10:15:00,10,Facebook,Enquiry,Pertanyaan tentang hari class nya,Yes,General,Menjawab soalannya dan disertakan link jadual Pengajian Bahasa Arab,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,13:11:00,13,Email,Transaction,telah lampirkan tangkap layar pembayaran dan juga telah emelkannya,Yes,Registration,pembayaran yuran pendaftaran diterima dan di dalam perhatian,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,13:13:00,13,Email,Transaction,pembayaran bagi program DPI,Yes,Registration,pembayaran yuran pendaftaran diterima dan di dalam perhatian,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,01:03:00,1,Facebook,Enquiry,Pertanyaan tentang pendaftaran,No,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,16:53:00,16,Facebook,Enquiry,Pertanyaan berapa kelas seminggu untuk pengajian al-quraan,No,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,17:01:00,17,Facebook,Enquiry,Pertanyaan tentang jadual pendaftaran kelas quraan,Yes,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,17:28:00,17,Facebook,Enquiry,Pertanyaan tentang had umur untuk kelas quraan,Yes,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,16:08:00,16,Email,Enquiry,Pembayaran Sem 1 DPI,Yes,Registration,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,18:15:00,18,Facebook,Enquiry,Berminat untuk register kelas pengajian al-quraan,No,General,Advised on where to register the class,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,20:19:00,20,Facebook,Enquiry,Pertanyaan tentang jadual pengajian dan syarat kemasukan,No,General,Advised Accordingly and still prompting,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,18:55:00,18,Email,Transaction,Pembayaran bagi DPI 3 bulan pertama,Yes,Fees,Revised payment and advised accordingly by ustazah hidayah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,19:46:00,19,Email,Enquiry,Permohonan untuk dikecualikan daripada Bahasa Arab,Yes,Classes,NA,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,20:57:00,20,Email,Transaction,Fees SLPI,Yes,Fees,Received payment,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,12:23:00,12,Counter,Transaction,Hamper for Ustaz Affendi to Ustazah Roslina Ismail,No,General,"Placed hamper on Ustazah Roslina Ismail's desk, as instructed",Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,12:25:00,12,Counter,Transaction,Exam papers from Ustaz Abdul Mateen Bin Abu Bakar for Ustaz Abdillah,No,Exams,Placed exam papers on Ustaz Abdillah's desk,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,14:22:00,14,Phone,Enquiry,Wants to attend Asatizah Training course to become an ARS certified Asatizah. Has no Islamic studies background - Arfa Mohamed Ghouse,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,14:47:00,14,Phone,Enquiry,Wants to join English course at Pergas but most of Pergas courses are in Malay. Any recommendations?,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,15:18:00,15,Counter,Transaction,Collect book - Nur Insyirah - (Ref. No: #13923),Yes,Books,Issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,15:40:00,15,Counter,Transaction,Buy all DPI books - Imran Abdul Haqiim Bin Aman Shah,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,15:48:00,15,Counter,Enquiry,"Received email of receipt for registration fees but did not receive notification email with schedule, booklist and orientation information for DPI course. Got the information from his friend. - Imran Abdul Haqiim Bin Aman Shah",Yes,Classes,Referred to IPIP via WhatsApp and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,18:15:00,18,Counter,Transaction,Pay fees and buy books - Raja Rasfadli B Raja Rastam,Yes,Fees,Received payments and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,18:22:00,18,Counter,Transaction,Pay fees - Nurhayati Binte Muhamed Yusoff,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,11/08/2022,2,18:40:00,18,Counter,Transaction,Buy IPIP Book Sejarah Perundangan Islam - IZZA NAZURA BINTI AB MANAN,Yes,Books,Received Payment and Issued Book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,10:55:00,10,Counter,Transaction,Zakat - Ustazah Sabariyah Binte Abdul Rahim,No,General,Received Payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,11:05:00,11,Counter,Transaction,Zakat - Haron Bin Hj Jalil,No,General,Received Payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,11:10:00,11,Counter,Enquiry,Collect Cert - Firdaus on behalf of Siti Suzana,No,Certificate,Issued Certificate,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,11:20:00,11,Phone,Enquiry,Call asking for Halimah at pergas,No,General,Referred to ustazah zahirah said that halimah stopped working at PERGAS,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,09:11:00,9,Facebook,Enquiry,Pertanyaan tentang syarat kemasukan,No,General,Referred to Ustazah Zahirah saying that she stopped working at PERGAS,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,14:30:00,14,Phone,Enquiry,Pertanyaan tentang MSAS - Ridwan Bin Sapari,No,General,Referred to Cik Ju to liase with Ustazah Khadijah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,14:55:00,14,Phone,Enquiry,Pertanyaan tentang IPIP classes SPI dan DPI,No,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,10:33:00,10,Facebook,Enquiry,Bilakah mulanya kelas pengajian Al-Quran,No,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,14:30:00,14,Facebook,Enquiry,Pertanyaan tentang kelas hadith,No,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,15:20:00,15,Phone,Transaction,IPIP Book - Mohammad Fairuz Bin Abdullah,Yes,General,Received Payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,15:30:00,15,Phone,Enquiry,Pertanyaan tentang Giro deduction - Salimah Hj Hassan,Yes,Fees,Referred to ustazah layinah and update the status,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,16:07:00,16,Counter,Transaction,Zakat Fidyah - Hj Dollah Bin Kechot dan Hjjah Yam Hj Kassim,No,General,Received Payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,16:15:00,16,Phone,Enquiry,pertanyaan tentang Gracious Mart,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,16:30:00,16,Counter,Transaction,Zakat Harta - Habibah Jailani,No,General,Received Payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,16:04:00,16,Facebook,Enquiry,Pertanyaan $300 untuk berapa class?,No,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,16:30:00,16,Counter,Transaction,Zakat Harta - Habibah Jailani,No,General,Received Payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,17:20:00,17,Phone,Enquiry,Asking about orientation for DPI,Yes,Classes,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,17:30:00,17,Counter,Enquiry,Not sure where her class is - Dini Haziqah,Yes,Classes,Referred to ustazah zahirah and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,17:45:00,17,Counter,Transaction,IPIP Books - NURASYIRIN BINTE MOHAMAD,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,17:50:00,17,Counter,Transaction,Fees - Nur Ashikin Bte Abdul Aziz,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,17:55:00,17,Counter,Enquiry,Pertanyaan tentang zakat - Zulherryka Bin Muhammad,Yes,General,Referred to ustazah Khadijah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,18:00:00,18,Phone,Enquiry,Wanted to stop the deduction of giro because he stopped coming to SPI class for 2 months,Yes,Fees,reffered to ustazah layinah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,19:00:00,19,Facebook,Enquiry,berminat dgn Pengajian kelas al-quraan,No,General,Advised Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,07:12:00,7,Email,Enquiry,"Meminta kebenaran daripada IPIP untuk menuruti kelas via zoom jika saya ada MC, kerana tidak mahu terlepas dari penerangan ustaz.",Yes,Classes,permohonan anda akan dipertimbangkan.,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,11:36:00,11,Email,Transaction,Yuran SLPI Pertama,Yes,Fees,Received payment,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,14:16:00,14,Email,Enquiry,tidak dapat hadir kelas pada 13/08/2022 atas sebab terlibat dalam program orientasi sekolah,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,16:02:00,16,Email,Enquiry,Berminat untuk register kelas pengajian al-quraan,Yes,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,17:02:00,17,Email,Transaction,Yuran SLPI Pertama,Yes,Fees,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,20:02:00,20,Email,Enquiry,Tidak dapat mengahadiri Kelas Ayat-Ayat Ahkam disebabkan Covid,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,22:33:00,22,Email,Enquiry,Tidak dapat hadir ke kelas Tauhid disebabkan menjalani perkhidmatan negara dan terpaksa berkerja,Yes,Classes,lampirkan dokumen sokongan,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,11:10:00,11,Counter,Enquiry,Collect Cert - Firdaus on behalf of Siti Suzana,Yes,Certificate,Issued Certificate,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,14:55:00,14,Phone,Enquiry,Pertanyaan tentang IPIP classes SPI dan DPI,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,15:20:00,15,Phone,Transaction,IPIP Book - Mohammad Fairuz Bin Abdullah,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,15:30:00,15,Phone,Enquiry,Pertanyaan tentang Giro deduction - Salimah Hj Hassan,Yes,Fees,Referred to ustazah layinah and advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,17:20:00,17,Phone,Enquiry,Asking about orientation for DPI,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,17:30:00,17,Counter,Enquiry,Not sure where her class is - Dini Haziqah,Yes,Fees,Referred to ustazah zahirah and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,17:45:00,17,Counter,Transaction,IPIP Books - NURASYIRIN BINTE MOHAMAD,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,17:50:00,17,Counter,Transaction,Fees - Nur Ashikin Bte Abdul Aziz,Yes,Fees,Received payment,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,12/08/2022,2,18:00:00,18,Phone,Enquiry,Wanted to stop the deduction of giro because he stopped coming to SPI class for 2 months,Yes,Fees,Refered to ustazah layinah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,09:50:00,9,Phone,Enquiry,She did not get any zoom link for her SPI class - Rumaisah and sumaiyah,Yes,Classes,Issued zoom link by ustazah hidayah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,10:25:00,10,Counter,Transaction,Buy IPIP Book Nota Usul Fiqh - Rachmat Novaruka,Yes,Books,Received payment and issued Book,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,12:15:00,12,Phone,Enquiry,Asking about when does giro deduction occur,Yes,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,13:40:00,13,Phone,Enquiry,Khidmat Counceling,Yes,Classes,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,14:15:00,14,Counter,Transaction,Fees dan buku metodologi - Syabil Bin Amasha,Yes,Fees,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,14:20:00,14,Counter,Transaction,Buy Book Buku metodologi - Firdaus kamal,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,14:25:00,14,Counter,Transaction,Buy 2 Book Buku Metodologi - SUHARDY BIN MHD SANI,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,02:30:00,2,Counter,Enquiry,Asking about DPI Class schedule,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,15:05:00,15,Counter,Enquiry,Self Collect Book NOTA USUL FIQH - Nur Jannah #13931,Yes,Books,Issued Book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,14:56:00,14,Facebook,Enquiry,insterested in quranic class,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,14:57:00,14,Facebook,Enquiry,Pertanyaan tentang peringkat Kelas Quran,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,17:00:00,17,Counter,Transaction,Buy Book Sistem-sistem islam - UMAIRAH 'IZZATII BINTE MOHD KASIM,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,17:30:00,17,Counter,Transaction,Buy book Sejarah Perundangan Islam - Fatimah Binte Abdul Khir,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,18:08:00,18,Email,Enquiry,Tidak dapat hadir kelas atas sebab kematian,Yes,Classes,Ketidak hadiran bersebab diterima,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,16:16:00,16,Email,Transaction,Pembayaran yuran pendaftaran,Yes,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,09:50:00,9,Phone,Enquiry,She did not get any zoom link for her SPI class - Rumaisah and sumaiyah,Yes,Classes,Issued link by ustazah Hidayah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,10:25:00,10,Counter,Transaction,Buy IPIP Book Nota Usul Fiqh - Rachmat Novaruka,Yes,Books,Received payment and Issued Book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,13/08/2022,2,12:15:00,12,Phone,Enquiry,Asking about when does giro deduction occur,Yes,Fees,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
